Unnamed: 0,amount,Conc,elution,res,thrp,priority
2505,0.25,10.0,14,PENDING,PENDING,0.0
2504,0.25,10.0,15,PENDING,PENDING,0.0
2503,0.25,10.0,16,PENDING,PENDING,0.0
2502,0.5,1.0,5,PENDING,PENDING,0.0
2501,0.5,1.0,6,PENDING,PENDING,0.0
2500,0.5,1.0,7,PENDING,PENDING,0.0
2499,0.5,1.0,8,PENDING,PENDING,0.0
2498,0.5,1.0,9,PENDING,PENDING,0.0
2497,0.5,1.0,10,PENDING,PENDING,0.0
2496,0.5,1.0,11,PENDING,PENDING,0.0
2495,0.5,1.0,12,PENDING,PENDING,0.0
2494,0.5,1.0,13,PENDING,PENDING,0.0
2493,0.5,1.0,14,PENDING,PENDING,0.0
2492,0.5,1.0,15,PENDING,PENDING,0.0
2491,0.5,1.0,16,PENDING,PENDING,0.0
2490,0.5,1.5,5,PENDING,PENDING,0.0
2489,0.5,1.5,6,PENDING,PENDING,0.0
2488,0.5,1.5,7,PENDING,PENDING,0.0
2487,0.5,1.5,8,PENDING,PENDING,0.0
2486,0.5,1.5,9,PENDING,PENDING,0.0
2485,0.5,1.5,10,PENDING,PENDING,0.0
2484,0.5,1.5,11,PENDING,PENDING,0.0
2483,0.5,1.5,12,PENDING,PENDING,0.0
2482,0.5,1.5,13,PENDING,PENDING,0.0
2481,0.5,1.5,14,PENDING,PENDING,0.0
2480,0.5,1.5,15,PENDING,PENDING,0.0
2479,0.5,1.5,16,PENDING,PENDING,0.0
2478,0.5,2.0,5,PENDING,PENDING,0.0
2477,0.5,2.0,6,PENDING,PENDING,0.0
2476,0.5,2.0,7,PENDING,PENDING,0.0
2475,0.5,2.0,8,PENDING,PENDING,0.0
2474,0.5,2.0,9,PENDING,PENDING,0.0
2473,0.5,2.0,10,PENDING,PENDING,0.0
2472,0.5,2.0,11,PENDING,PENDING,0.0
2471,0.5,2.0,12,PENDING,PENDING,0.0
2470,0.5,2.0,13,PENDING,PENDING,0.0
2469,0.5,2.0,14,PENDING,PENDING,0.0
2468,0.5,2.0,15,PENDING,PENDING,0.0
2467,0.5,2.0,16,PENDING,PENDING,0.0
2466,0.5,2.5,5,PENDING,PENDING,0.0
2465,0.5,2.5,6,PENDING,PENDING,0.0
2464,0.5,2.5,7,PENDING,PENDING,0.0
2463,0.5,2.5,8,PENDING,PENDING,0.0
2462,0.5,2.5,9,PENDING,PENDING,0.0
2461,0.5,2.5,10,PENDING,PENDING,0.0
2460,0.5,2.5,11,PENDING,PENDING,0.0
2459,0.5,2.5,12,PENDING,PENDING,0.0
2458,0.5,2.5,13,PENDING,PENDING,0.0
2457,0.5,2.5,14,PENDING,PENDING,0.0
2456,0.5,2.5,15,PENDING,PENDING,0.0
2455,0.5,2.5,16,PENDING,PENDING,0.0
2454,0.5,3.0,5,PENDING,PENDING,0.0
2453,0.5,3.0,6,PENDING,PENDING,0.0
2452,0.5,3.0,7,PENDING,PENDING,0.0
2451,0.5,3.0,8,PENDING,PENDING,0.0
2450,0.5,3.0,9,PENDING,PENDING,0.0
2449,0.5,3.0,10,PENDING,PENDING,0.0
2448,0.5,3.0,11,PENDING,PENDING,0.0
2447,0.5,3.0,12,PENDING,PENDING,0.0
2446,0.5,3.0,13,PENDING,PENDING,0.0
2445,0.5,3.0,14,PENDING,PENDING,0.0
2444,0.5,3.0,15,PENDING,PENDING,0.0
2443,0.5,3.0,16,PENDING,PENDING,0.0
2442,0.5,3.5,5,PENDING,PENDING,0.0
2441,0.5,3.5,6,PENDING,PENDING,0.0
2440,0.5,3.5,7,PENDING,PENDING,0.0
2439,0.5,3.5,8,PENDING,PENDING,0.0
2438,0.5,3.5,9,PENDING,PENDING,0.0
2437,0.5,3.5,10,PENDING,PENDING,0.0
2436,0.5,3.5,11,PENDING,PENDING,0.0
2435,0.5,3.5,12,PENDING,PENDING,0.0
2434,0.5,3.5,13,PENDING,PENDING,0.0
2433,0.5,3.5,14,PENDING,PENDING,0.0
2432,0.5,3.5,15,PENDING,PENDING,0.0
2431,0.5,3.5,16,PENDING,PENDING,0.0
2430,0.5,4.0,5,PENDING,PENDING,0.0
2429,0.5,4.0,6,PENDING,PENDING,0.0
2428,0.5,4.0,7,PENDING,PENDING,0.0
2427,0.5,4.0,8,PENDING,PENDING,0.0
2426,0.5,4.0,9,PENDING,PENDING,0.0
2425,0.5,4.0,10,PENDING,PENDING,0.0
2424,0.5,4.0,11,PENDING,PENDING,0.0
2423,0.5,4.0,12,PENDING,PENDING,0.0
2422,0.5,4.0,13,PENDING,PENDING,0.0
2421,0.5,4.0,14,PENDING,PENDING,0.0
2420,0.5,4.0,15,PENDING,PENDING,0.0
2419,0.5,4.0,16,PENDING,PENDING,0.0
2418,0.5,4.5,5,PENDING,PENDING,0.0
2417,0.5,4.5,6,PENDING,PENDING,0.0
2416,0.5,4.5,7,PENDING,PENDING,0.0
2415,0.5,4.5,8,PENDING,PENDING,0.0
2414,0.5,4.5,9,PENDING,PENDING,0.0
2413,0.5,4.5,10,PENDING,PENDING,0.0
2412,0.5,4.5,11,PENDING,PENDING,0.0
2411,0.5,4.5,12,PENDING,PENDING,0.0
2410,0.5,4.5,13,PENDING,PENDING,0.0
2409,0.5,4.5,14,PENDING,PENDING,0.0
2408,0.5,4.5,15,PENDING,PENDING,0.0
2407,0.5,4.5,16,PENDING,PENDING,0.0
2406,0.5,5.0,5,PENDING,PENDING,0.0
2405,0.5,5.0,6,PENDING,PENDING,0.0
2404,0.5,5.0,7,PENDING,PENDING,0.0
2403,0.5,5.0,8,PENDING,PENDING,0.0
2402,0.5,5.0,9,PENDING,PENDING,0.0
2401,0.5,5.0,10,PENDING,PENDING,0.0
2400,0.5,5.0,11,PENDING,PENDING,0.0
2399,0.5,5.0,12,PENDING,PENDING,0.0
2398,0.5,5.0,13,PENDING,PENDING,0.0
2397,0.5,5.0,14,PENDING,PENDING,0.0
2396,0.5,5.0,15,PENDING,PENDING,0.0
2395,0.5,5.0,16,PENDING,PENDING,0.0
2394,0.5,5.5,5,PENDING,PENDING,0.0
2393,0.5,5.5,6,PENDING,PENDING,0.0
2392,0.5,5.5,7,PENDING,PENDING,0.0
2391,0.5,5.5,8,PENDING,PENDING,0.0
2390,0.5,5.5,9,PENDING,PENDING,0.0
2389,0.5,5.5,10,PENDING,PENDING,0.0
2388,0.5,5.5,11,PENDING,PENDING,0.0
2387,0.5,5.5,12,PENDING,PENDING,0.0
2386,0.5,5.5,13,PENDING,PENDING,0.0
2385,0.5,5.5,14,PENDING,PENDING,0.0
2384,0.5,5.5,15,PENDING,PENDING,0.0
2383,0.5,5.5,16,PENDING,PENDING,0.0
2382,0.5,6.0,5,PENDING,PENDING,0.0
2381,0.5,6.0,6,PENDING,PENDING,0.0
2380,0.5,6.0,7,PENDING,PENDING,0.0
2379,0.5,6.0,8,PENDING,PENDING,0.0
2378,0.5,6.0,9,PENDING,PENDING,0.0
2377,0.5,6.0,10,PENDING,PENDING,0.0
2376,0.5,6.0,11,PENDING,PENDING,0.0
2375,0.5,6.0,12,PENDING,PENDING,0.0
2374,0.5,6.0,13,PENDING,PENDING,0.0
2373,0.5,6.0,14,PENDING,PENDING,0.0
2372,0.5,6.0,15,PENDING,PENDING,0.0
2371,0.5,6.0,16,PENDING,PENDING,0.0
2370,0.5,6.5,5,PENDING,PENDING,0.0
2369,0.5,6.5,6,PENDING,PENDING,0.0
2368,0.5,6.5,7,PENDING,PENDING,0.0
2367,0.5,6.5,8,PENDING,PENDING,0.0
2366,0.5,6.5,9,PENDING,PENDING,0.0
2365,0.5,6.5,10,PENDING,PENDING,0.0
2364,0.5,6.5,11,PENDING,PENDING,0.0
2363,0.5,6.5,12,PENDING,PENDING,0.0
2362,0.5,6.5,13,PENDING,PENDING,0.0
2361,0.5,6.5,14,PENDING,PENDING,0.0
2360,0.5,6.5,15,PENDING,PENDING,0.0
2359,0.5,6.5,16,PENDING,PENDING,0.0
2358,0.5,7.0,5,PENDING,PENDING,0.0
2357,0.5,7.0,6,PENDING,PENDING,0.0
2356,0.5,7.0,7,PENDING,PENDING,0.0
